
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1428,Kellen Winslow,TAM,28,16,15,,,,,,,0,2,0,-4,0,2,0,
1429,Eric Winston,HOU,28,16,16,,,,,,,0,0,1,0,0,2,0,
1430,Will Witherspoon,TEN,31,16,14,2.0,1,7,0,7,3,1,0,2,2,0,41,15,
1431,Jason Witten,DAL,29,16,16,,,,,,,0,1,1,0,0,3,0,
1432,Danny Woodhead,NWE,26,15,4,,,,,,,0,1,0,0,0,2,2,
1433,LaMarr Woodley,PIT,27,10,10,9.0,1,1,0,1,2,0,0,1,0,0,26,13,
1434,Al Woods,2TM,24,2,0,,,,,,,,,,,,1,1,
1435,Charles Woodson*+,GNB,35,15,15,2.0,7,63,1,30,17,1,0,1,-1,0,62,12,
1436,Wesley Woodyard,DEN,25,15,7,,0,0,0,0,2,2,0,0,0,0,60,30,
1437,Corey Wootton,CHI,24,7,0,,,,,,,,,,,,3,1,
1438,Jason Worilds,PIT,23,12,7,3.0,,,,,,1,0,0,0,0,25,11,
1439,Tony Wragge,STL,32,15,8,,,,,,,0,1,0,-8,0,2,0,
,,,,Games,Games,,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Fumbles,Fumbles,Fumbles,Fumbles,Fumbles,Sacks &amp; Tackles,Sacks &amp; Tackles,
Rk,Player,Tm,Age,G,GS,Sk,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Tkl,Ast,Sfty
1440,Eric Wright,DET,26,16,16,,4,49,0,22,17,1,0,0,0,0,67,7,
1441,K.J. Wright,SEA,22,16,12,2.0,0,0,0,0,2,1,0,1,30,0,50,15,
1442,Major Wright,CHI,23,12,11,,3,60,1,36,6,,,,,,41,16,
1443,Mike Wright,NWE,29,1,1,0.5,,,,,,,,,,,0,1,
1444,Shareece Wright,SDG,24,7,0,,,,,,,,,,,,4,0,
1445,Jarius Wynn,GNB,25,16,4,3.0,,,,,,,,,,,13,6,
1446,Marshal Yanda*,BAL,27,16,16,,,,,,,0,0,1,0,0,1,0,
1447,T.J. Yates,HOU,24,6,5,,,,,,,0,5,1,-5,0,1,0,
1448,Ashton Youboty,JAX,27,6,5,,1,0,0,0,3,0,0,1,38,1,21,4,
1449,Darrel Young,WAS,24,13,8,,,,,,,,,,,,1,1,
1450,Titus Young,DET,22,16,9,,,,,,,0,1,1,0,0,1,0,
1451,Usama Young,CLE,26,16,8,,1,28,0,28,1,,,,,,51,19,
1452,Vince Young,PHI,28,7,3,,,,,,,0,2,2,0,0,,,
1453,Willie Young,DET,26,14,0,3.0,0,0,0,0,1,1,0,0,0,0,9,5,
1454,Tom Zbikowski,BAL,26,14,4,1.0,,,,,,,,,,,14,3,
1455,Frank Zombo,GNB,24,5,1,1.0,,,,,,,,,,,8,2,
1456,Jeremy Zuttah,TAM,25,15,14,,,,,,,0,0,1,0,0,2,0,
